150 4470
83 131 5.808742928709848
43 83 5.275483260267216
43 47 2.2351072513036696
1 43 9.422352906139972
31 83 8.915324352454048
31 53 8.734340977575284
23 31 6.220760806092605
83 123 8.935777167833585
23 109 9.836611426082557
53 142 4.905963119531934
53 126 1.6892902299447006
34 83 5.395324657390645
31 58 7.830757159942161
1 96 3.9301712709813867
34 40 3.5514859641050887
100 126 7.4489288455576705
58 94 9.233331108911251
40 107 7.405105536434809
38 83 4.257849145632656
38 104 8.77278715385949
94 143 4.991391643343314
29 38 3.307960929811162
71 126 9.890268542944364
23 136 4.624015475443528
94 124 3.5022033619288737
70 123 3.917328972570705
54 142 4.754086641892391
1 20 3.880324201504412
3 126 3.9708341110047907
18 142 9.737442377656429
70 118 2.341766985439696
27 118 8.106997718809225
89 104 3.305979903976381
70 88 2.2937458267691104
122 142 7.256678302716605
80 100 8.565169280112778
109 112 5.905448533569046
51 143 1.1271210604820057
11 54 4.469316453947392
80 141 9.861401085479699
20 119 9.769555676187275
11 75 2.9307491438703646
50 123 9.911596654937723
82 122 9.461414770565728
7 27 7.405540599072159
36 123 8.904532493280927
36 128 1.240435254646855
7 46 1.1107570237253395
101 112 3.554668956051557
124 139 9.477321880630639
46 61 9.358960024399147
128 145 7.089736123629792
54 91 6.82897856159924
48 54 2.634137549416587
60 107 3.949412568434043
141 146 2.402784425109574
82 113 6.222596814572351
127 136 8.766826028071561
79 91 1.8618648320248998
104 148 4.084444713206427
0 11 9.318115510671909
15 109 4.614855481981065
58 133 5.202425194390293
62 112 4.656056161497666
115 123 4.375610404162885
0 105 2.836487147089419
45 133 3.797055495598734
42 139 5.963566848156435
23 84 6.973244047201591
58 78 8.552679742648815
92 145 8.619739229145715
81 109 5.688507652161443
54 108 3.527018136919814
32 58 4.232938428526181
5 60 5.699392494545111
17 124 3.473962972281792
26 141 2.3530851310820884
4 133 7.191265797844555
2 148 8.91851888781898
72 105 1.4198646808126054
53 93 6.48503809992169
122 147 1.255960081702212
82 103 5.458041925231637
2 99 8.979700883145668
2 106 4.5028840151526
67 96 4.987638773809908
102 139 8.040303643792345
64 96 8.639555567526452
37 141 8.553258375043754
95 102 3.8994668381472195
112 149 9.761108637443034
9 104 4.21104181669997
47 111 5.305431911960983
3 110 8.518651216920546
120 141 5.424197207760646
44 146 9.710192482783814
0 138 4.927395814080836
66 128 5.61011178885671
68 126 5.621488830262096
2 98 3.1913725318345345
26 76 5.282589564721871
39 109 4.920112055557043
31 132 2.9245382148595587
53 135 6.287235224130373
52 127 3.3978626352012697
6 11 6.231478712389272
5 56 3.5942932678342254
14 99 6.476580888507359
41 120 1.6530205713297939
71 144 3.0433809768416946
13 144 4.334591443690633
93 116 8.376507263106497
65 146 4.8311328260026905
26 33 8.81023912485633
6 21 1.0749268339464169
137 148 4.285214016600484
34 73 8.8990899951176
14 87 8.281276542177896
57 98 4.966204084240399
111 121 5.8852572101367855
24 67 5.377765747030589
90 128 9.142122285384614
9 74 8.968651622135198
42 140 1.0112057804842158
12 48 2.102299835138158
59 74 6.160975633784439
48 125 1.5467646418304728
28 145 4.582268882013868
35 95 7.355522470326928
80 86 2.5974627071929453
63 146 3.47910287989721
28 129 7.856113505773566
3 10 3.890226963927501
58 77 1.9250043202752951
35 49 5.4001459134234
8 12 3.9966030992863706
19 50 1.0954034334405724
118 134 5.015234564348857
69 98 9.312990280203087
94 130 6.685452328493471
30 121 4.993033952005707
79 114 8.08310503473506
34 117 4.664661241913459
97 125 3.5515101213541485
22 146 4.889240292642203
16 110 8.43933320067396
17 25 4.763317766490173
85 118 9.935578308783276
48 55 8.151113635563712
92 141 2.3572184505510316
72 88 1.5594274386048967
37 42 8.021992579406481
32 36 2.288217488127584
24 57 7.543117168480048
23 64 4.299988893638111
54 69 4.728100214818333
3 50 3.187306684399001
12 69 9.566830742373181
16 29 5.374665633670404
8 107 6.4643124258152795
76 102 5.894599220521828
19 122 3.9254244033404695
5 91 5.551806602952548
34 76 2.814770180130381
136 141 1.934768035188895
34 137 2.7449317990035755
125 137 7.239812206305105
24 147 9.064995951224143
53 63 6.570941621936278
70 142 7.059668627221085
113 126 3.0683563962568314
72 108 1.3771618015675808
20 64 7.085294621303132
58 113 1.1854218769881106
67 76 3.889198943190191
31 98 2.9218843867890736
7 56 3.9990848744657184
40 50 2.870486962059079
71 105 9.938708489968205
32 45 2.9907194024819272
50 94 7.171879317985371
78 126 8.171386734313977
75 125 4.809120391006107
25 108 8.207868246548347
83 128 1.3202381486488493
5 30 3.4760630424256247
72 100 3.1905639226682054
34 37 3.3796084908478417
76 86 2.3151269252510014
11 34 5.038911278522116
12 64 7.692222336311859
4 60 5.42908343094236
55 126 5.915691494728111
0 61 3.145172706366857
17 110 9.353643836226563
31 74 4.853863160408043
53 100 2.3346576541760675
47 144 8.439078572113416
77 101 3.050498484380491
26 94 9.445169117244484
91 145 9.176936903903508
9 53 3.1040381926382348
30 75 7.104345659827068
126 147 5.885942889938109
129 131 9.879009079414391
109 119 8.692080610878758
45 54 6.187831582525458
65 135 9.849071882964687
98 114 6.77689075177095
74 116 2.616921018084279
71 115 1.8540783796004912
10 129 7.121303521243453
40 116 9.738397978647608
130 132 5.278222044965282
122 138 8.341419986656192
43 61 7.808399086109096
87 143 5.696541251823928
39 78 1.0154781254547856
59 67 6.88581088789419
48 68 2.146328890348908
10 72 5.688803611094946
21 119 3.701648829608084
89 145 4.852787561415246
120 139 2.5511067486859558
12 118 8.738516003390595
4 6 9.008468272321606
104 143 9.717766446398365
1 64 8.067043856139676
69 141 9.168117144268164
4 127 6.988651909116099
29 124 9.033577229521159
15 88 7.476046188003018
86 100 6.883537937586027
64 103 3.635517182966935
27 134 6.336200289289988
115 144 8.476864940306774
14 139 9.0030064049119
37 94 5.328309236315165
21 137 6.892788900417061
58 142 5.240651538409694
31 95 1.7730198853603065
36 104 4.157718853526627
101 132 7.656999121313799
23 65 6.874269897199545
44 58 1.6526794838997718
9 145 4.4210953751402595
4 111 7.6148343962910285
24 66 9.673780396709784
60 68 3.9875499995787758
1 11 4.662816087947006
2 21 4.724295886560345
21 88 2.1174378848763262
103 109 8.714149711664959
23 128 7.175939101788744
20 106 4.89340121816341
58 69 6.399098537895915
71 74 5.117632139586397
71 112 9.253724703725512
81 124 3.7285086817233326
15 64 7.00158744827279
33 144 9.633004888557775
43 102 1.3921714502820857
68 119 9.425178696026538
15 149 3.395661803247977
15 82 2.903220383414273
56 148 5.638463552288502
62 84 6.861352434641072
48 85 1.5478810876419087
90 96 7.8663275398503885
64 143 1.6234235384930051
0 12 2.255398072097635
77 117 4.091004285759126
121 143 6.036955119771024
22 110 4.98448651965046
57 85 2.787543587253942
34 106 6.673972997730353
92 101 1.586012680131272
93 130 8.369003398926843
1 46 5.494209796783008
6 59 1.684493623992525
80 127 5.316343382273943
4 46 8.728518781219186
101 135 3.3530989726256353
16 139 4.685231817473134
26 63 2.385706504744853
66 123 5.648495192718794
20 32 4.970646155101951
51 59 8.601994087449468
122 123 9.366719973032366
91 117 1.9371400702018586
4 121 8.74028215350242
70 111 4.525188612041269
20 143 9.019545690707064
65 139 5.039530557984684
0 60 9.997328425362346
98 100 4.5820045019652955
140 145 4.409376603787445
119 146 7.1279914609238855
108 123 3.9266636239887136
19 62 8.57520998277409
44 70 9.551468246927865
57 59 5.668213795012791
11 27 1.6093186684110607
96 117 4.659339896203059
43 121 2.5761994752649287
100 134 4.320097658589933
79 101 5.3326467582479875
25 116 3.427586182714277
4 90 3.228267517827475
41 142 3.8048177882228433
101 145 8.367054079987662
51 94 2.1677194254487517
100 122 2.3882435558829203
42 49 9.064983183081383
37 131 2.6693673251194783
106 118 2.1990744777776974
107 123 3.521607719192239
32 86 7.9728322784716905
29 109 3.312630699684816
14 70 6.526482920128254
44 89 9.382039326884568
24 128 4.964241614089035
97 115 9.362047870561726
0 42 2.9358006222783626
103 134 7.772703239672633
127 140 5.250109556988444
114 139 4.819041354755903
49 72 4.746481734324072
12 105 7.305579232681077
99 139 9.333920812491987
17 40 8.451234238591216
22 139 9.876142436413652
75 148 5.512779915157285
99 137 1.4700619967930448
1 99 3.5730662326721365
17 85 8.461985321938334
98 147 2.549884490448106
65 79 3.221947018715083
53 92 9.61112222906294
66 98 3.235058429824287
130 149 8.014147136838382
41 115 2.0651856185472792
25 88 8.135376308882242
49 109 9.212272915674909
14 80 1.0912162010540953
17 60 9.308319002352835
25 130 2.72787445439577
36 117 7.0276570567727905
39 57 7.802897043274095
18 96 1.5903569037546794
40 85 4.344210663293295
44 59 1.9219631972570688
50 145 4.187608992430037
16 94 7.124567829026804
108 125 5.797412617315525
3 5 1.4260857637356334
90 111 5.910228671329953
24 39 8.6205807842146
145 147 9.526088282782469
35 77 2.574479481291236
3 29 6.488909828489639
6 86 7.386578646127152
86 112 2.734087171454107
39 116 8.482696796465074
102 125 7.0388874714876115
91 146 1.319782275037545
27 94 4.726500945968979
9 60 3.598156889741525
17 24 1.611394071352006
107 134 2.131584650238862
64 128 7.318218413524841
80 126 5.2907935129594215
16 149 2.395989417410321
10 69 6.022584827034297
118 136 6.812471425183334
104 107 4.915697933632574
45 92 7.1471998355653446
75 135 4.681267920380906
139 145 6.208771721460343
64 138 4.830426068878112
10 95 8.078927975257596
61 71 9.326654512151077
83 112 8.673642453237086
73 136 7.040157289367225
4 66 5.891692072057108
30 33 1.9550801397324615
50 74 6.552660387179681
48 126 3.709291823424256
37 121 7.96649814999271
100 102 3.9162021894771164
36 37 8.656418892238529
56 101 2.5540238052942126
2 107 9.803217803084099
78 104 1.153664998851632
48 72 2.6767002742344563
109 140 5.895985060805122
91 132 9.178357630685237
97 144 3.7908733925142317
85 137 1.954110326044437
63 141 4.725172913170619
43 138 7.273106600073656
46 66 4.4951894805113835
60 144 9.455663298689421
15 29 2.2690302179242927
5 114 3.0562741523649266
5 74 8.373190245345443
4 11 5.951730756868877
11 129 4.881333913083479
35 83 3.660367202890927
22 135 5.341681332486287
113 116 4.182564954641629
60 133 9.839686724685961
49 115 5.640464140197124
62 134 4.942197824458478
23 122 5.853254829871984
21 121 5.086472712746291
5 73 9.836912645789607
30 106 5.760843750377119
26 135 2.7240767111900364
95 128 5.549577815411465
59 130 3.532401433346142
139 148 6.0841383677225185
77 86 2.6833757481792446
30 34 3.018714469516685
76 127 1.2488058687054588
12 17 6.787379089380319
41 137 8.797750444715398
61 149 9.411489065451592
52 98 3.572394470964549
84 112 8.759858088735559
30 81 1.7931173402896912
18 102 1.1872074358721325
29 32 7.385406082066298
4 27 6.422233109655478
57 99 5.654085194467253
85 98 9.65900478215996
29 83 6.3121268930775
67 144 3.6995284559711736
33 41 2.6660893495269704
73 88 7.7421882588374515
44 94 6.082417170296437
11 121 6.171945132864204
63 78 3.6456899062442494
39 142 3.7084710264104737
144 145 5.9559083850067776
83 116 9.860247287213559
6 16 2.5288791923081226
143 149 3.2489997567849804
81 111 3.628663955598012
50 65 4.153469881045844
40 134 7.368640434368321
48 119 1.4408782831900133
13 34 7.603316219850442
15 126 3.145999520669551
55 137 9.220858584390687
55 92 6.264920172433948
129 142 9.66793795368599
6 95 9.752139680186035
85 109 3.6617291825428704
2 97 4.932554140444992
117 146 9.762458139632251
9 80 9.203394422394712
36 84 1.4065736755104676
54 82 7.496663079844115
52 120 7.855564147558362
44 100 9.962232233030038
18 105 8.760919761898178
103 140 8.642424808127975
45 149 4.714476246004472
17 66 6.770582940621816
51 86 7.892501347841838
70 94 2.2182781811829377
79 115 3.2116850132839767
95 138 6.761916466423946
126 149 8.359168072845172
44 50 2.2376639440133523
55 124 5.705656223168207
73 121 2.8229595933251934
52 97 9.809571286933306
29 87 8.515181687721107
32 60 3.8464500631777776
16 115 7.107874359278191
85 102 7.656808692885178
5 55 8.886128835309078
13 54 3.314480229931157
38 124 2.1121831652395935
6 110 9.911374136926469
39 41 9.565932946852541
31 70 5.155053199808519
26 110 8.918622658914845
59 105 9.436198485483965
70 110 3.3001884227101774
6 51 1.0563741380048213
35 133 7.718133204173727
121 130 1.6435078658865692
105 143 2.7371349942691396
36 67 5.281087145863383
82 110 9.136238801337463
60 82 4.804472874817527
115 143 3.181910875801284
41 116 4.705211754265015
43 135 5.991017120548163
42 144 6.449490630929311
80 110 7.375477482533887
33 105 9.47833695685053
15 58 2.402143609833845
8 65 9.986995832555074
67 91 5.886464389219666
1 12 4.466740378685356
41 144 5.314652591291811
51 88 5.797340445705188
17 89 8.785790949124426
120 138 8.610512137680487
60 100 8.617639478892416
1 71 9.380751970712813
6 9 2.4900693120777495
33 123 8.19030442157248
29 73 8.059630751786354
66 141 7.705863524016998
90 124 7.6283598747488295
35 114 6.9630116350275895
5 138 7.725466340099021
10 114 8.286244950393844
95 129 1.703437437109617
10 109 7.906879669315488
65 89 4.681082472634948
26 80 3.1652733837441733
111 137 7.383509427526082
21 55 4.288762687259769
111 113 5.289206339017036
27 41 3.6219005333636494
4 146 5.583534987032044
4 101 2.8892195482684953
52 109 8.440449906505552
68 144 7.875942479698743
109 121 3.428912289675854
60 86 9.800296649894012
5 46 5.910323288173283
29 35 9.362366974847308
117 143 8.290844386362448
12 114 8.44479399072925
104 141 6.312813705332303
89 102 3.025648463557375
22 81 6.013191404527342
70 126 6.448922252296254
62 104 2.3628687613454824
111 130 1.3783507601336187
23 45 4.944606580516912
16 67 7.859645478693487
110 136 5.542160300810666
42 117 2.394302618267949
34 44 6.196539795312529
71 139 3.1441858296657252
126 148 6.9265109769825495
50 126 6.065344040261313
57 128 4.858444317600531
110 141 2.4861991632330254
27 57 9.839973707474247
106 132 7.694962757990585
92 134 7.824200556727401
44 138 9.722928438859894
53 106 8.008178270853655
56 142 7.408294467779964
23 70 6.490792605039954
74 76 7.2971081762529595
21 30 9.152143579484761
32 40 3.2310240189370445
16 119 3.8919645426071603
50 116 9.427889191076153
90 139 1.943022546467022
53 134 4.108177083772702
42 142 9.58550346440884
66 145 7.3853510735073815
13 39 7.873069604761666
28 117 9.535415930655857
37 40 1.2648528492524416
43 101 1.2835064950275206
69 110 8.922979065759783
65 115 5.129698301056933
4 19 2.831763715092885
46 88 2.958247163354073
23 131 3.9277892165654777
51 116 5.009378965273725
18 40 5.955272230377355
76 100 2.0529898250828
16 132 3.8465679030329305
22 58 9.997502467010609
73 82 6.7702519147138975
22 131 9.293334104442115
28 92 9.339619199304915
102 124 8.741060185005761
41 75 8.197467808282969
51 141 8.99311178154899
42 143 5.807577325399765
49 144 2.557925899571465
131 132 5.835368068428108
82 89 1.1107082794410434
61 106 2.133171844767968
9 113 8.49185864684392
56 105 3.4717148473654644
83 109 7.330082014778712
102 147 2.128140716013749
41 83 5.482284288382734
35 43 2.790639460287974
27 146 2.8754888405872308
57 147 6.583348020042748
13 51 8.170769389038423
36 149 1.7529249069256063
92 137 5.420390410169309
33 75 3.310654747837218
68 148 6.314785674802482
38 103 8.917032502453306
134 135 8.488440202669675
49 70 6.652706912849754
97 103 2.0158772181205498
47 94 5.995583401013473
33 132 9.081130721273164
56 144 8.465877083068216
39 65 7.489146218549663
4 81 4.199550167084659
35 98 4.602975221561119
63 102 1.3464976437339755
5 123 1.04691195383272
46 108 9.824489310040427
61 88 4.245575013092583
18 82 9.876280694238817
16 131 8.332818883418284
93 94 6.668664069977383
6 133 4.189091077735166
31 129 4.668977363743225
10 102 1.3336394261716138
140 149 7.919395318830202
24 30 7.881894569500177
7 63 1.340658485007656
6 87 9.79256854017175
65 98 1.9326292339780817
21 127 1.8355554396315683
3 31 7.100331798915298
4 125 1.1874126529540323
98 116 6.056124489299429
69 134 5.011845569074271
91 108 5.710486861017553
7 133 5.133387448754011
17 129 5.600755622665709
15 70 5.982947776465734
3 62 3.6554476022355775
54 71 1.2624309599217476
106 110 6.245674897488174
78 82 6.874332804275476
31 149 6.164679089653576
12 123 5.103651231740056
31 142 5.4223481473772654
73 120 7.804785392792406
35 59 5.690127177705574
29 110 8.66157565388285
27 31 3.3112322636015787
121 140 7.641681204547867
0 34 1.798498887395149
90 110 6.8302668295657085
40 110 5.755023947069363
31 133 4.290679689722044
16 31 9.01095186600221
45 47 6.577175317975071
96 145 7.603862055405282
17 31 1.407906270078124
26 123 6.208194508149973
26 69 8.590077491108554
12 97 9.118752649092718
18 50 2.3720555412178714
63 148 7.7063041920335875
102 137 7.136888749316254
109 137 1.2026979993630857
33 56 8.890169239893606
20 128 1.5453990949246752
55 106 3.9729635214338557
19 38 2.911726100058915
10 120 8.277682613918326
28 41 5.363197822284894
20 74 5.017529657116794
56 70 7.255485815174053
43 82 9.664383379306102
0 143 7.207144811277992
4 16 8.405729549855431
123 146 6.007331404318962
65 141 2.0464372663162895
32 144 2.3169547590487616
73 142 9.519887139153727
3 37 3.177210450890367
2 40 8.607711393096862
133 146 8.348208942692906
2 139 4.99772459593116
8 17 8.988821302190079
48 66 5.024035569500153
52 107 4.837098533446818
21 147 7.204544303730403
98 112 9.712893711359284
77 78 6.031356896404273
54 133 3.511224999192232
53 120 2.1295723963283137
63 129 2.5937855969780914
103 149 4.771478579906345
53 143 2.48882018381678
101 128 5.0515723995374575
74 97 9.090258051110004
18 76 2.945210721771746
86 101 6.694179945120405
40 96 2.5830985270392253
21 44 6.815557792716445
29 56 6.920315512950462
49 107 1.2743141924800265
50 64 2.5523469667144534
67 73 8.18718078175628
41 45 3.796487891798027
24 96 4.395296758791271
19 140 8.873787624959345
101 126 6.9038511620071406
61 146 7.827476402166731
72 148 7.136114806647264
18 149 1.773097182524137
42 56 3.6347974985263685
20 86 9.326818495386563
77 125 2.38067441074413
9 50 5.20792671842783
20 34 7.246272529318655
25 83 2.002936356682018
65 134 2.3261592698767988
79 107 7.978551046236664
58 126 5.385796977944629
48 127 7.2534491696366175
32 107 7.737454948588852
57 81 4.741585231983382
72 97 6.527888665311194
34 47 9.785181378917214
6 27 5.196723514892549
38 99 1.1499374989922422
12 149 8.77295227588577
21 130 9.753183012441315
72 73 2.9005230243541575
18 146 8.756235183430782
54 66 7.54497580541187
24 42 9.454919933863248
105 109 1.8358111953839988
39 86 7.344561450794395
39 102 2.5153143179810726
45 124 5.345176447791615
28 97 9.939502979467846
11 117 4.093196971306384
24 119 3.754798105549609
13 137 2.578275459941127
76 141 9.445171241805946
64 136 7.379951619200289
12 67 3.471443950820238
6 136 6.380448527824472
108 132 6.923400725356797
25 114 4.323514465795746
49 90 6.0018721193910665
69 75 2.9956269728915785
50 105 9.485608931843187
85 103 6.479037027330828
5 11 6.188657142319873
33 85 8.979913492048254
75 83 4.80012482111379
7 108 9.233597550675508
40 141 6.890875411052258
102 115 4.890041052544675
103 147 7.061555308211595
65 122 1.2669127232789834
5 105 5.471166834582439
30 120 5.073489324778047
1 117 3.5421924153038167
135 140 3.5753612516821454
14 77 5.7296684088770435
85 100 1.9857358844372264
111 140 1.100862093032087
2 149 8.593337748480348
34 78 7.332624011153132
40 64 2.5377841745155956
98 133 2.0796780152849754
70 146 9.186498024217501
55 146 8.752447773365041
7 26 7.806094014664481
115 136 7.255303319550637
73 114 4.860481200759301
36 147 9.913314441773416
78 105 9.823768570243157
55 121 5.750336269092492
11 97 2.4746420730089707
85 125 9.335925683170249
83 90 5.802285181729203
82 141 7.016134662277282
61 63 1.2931522001181586
34 36 4.306782419387847
69 146 6.707402752067114
99 145 7.753799524732357
28 149 5.280223359454093
57 75 5.151712740667962
8 138 3.7020777472436377
53 137 5.647734230648254
93 105 4.360091882852592
64 110 7.962831567638667
29 49 7.52363994377433
1 36 7.101526396196383
106 111 1.3272099497426222
16 18 9.78532317337737
6 19 8.78403248458456
85 146 2.1186883891259956
121 141 2.8053530437828234
19 49 2.604784300627111
116 144 4.865276780025914
74 148 6.389723607157293
77 149 2.4574692093949904
18 30 5.15244751045936
38 136 6.501835027778571
134 138 2.4876382262728174
102 118 8.74338148896292
67 117 5.648287640880655
73 87 6.636668261781907
17 54 9.215463142628474
13 80 4.291757867463808
4 10 5.893540211382922
22 55 1.4114634381889752
115 133 4.349040549835994
37 101 4.1587516885566425
12 120 9.421725762640165
24 70 5.194172722162436
55 144 1.7440829027855125
56 149 2.7418045777869025
85 145 9.333363738260328
59 106 2.118322230208778
114 133 4.166410778325985
7 39 8.86673972755789
87 97 3.9674592449140524
22 82 6.241094509633652
88 111 6.062801554210429
61 131 8.775078114190883
12 89 5.9360783280888265
10 38 1.7031585806146001
43 141 3.2178308881389186
17 112 8.738978311792081
43 133 7.652942338037854
39 103 1.7313185082450584
38 134 6.314062328037608
83 124 6.93799180139497
8 10 9.79546334319779
113 118 6.50777466919086
13 139 5.191822781762654
19 25 6.447526981457402
16 25 5.073460730921151
31 107 3.0053336425509967
114 121 8.66194745265975
52 79 3.8772798750589414
56 114 3.8379533681189737
30 61 5.856279976371637
92 128 1.6608159689701907
86 138 2.3421215316533814
109 123 9.175422332930486
40 42 4.063636543046565
36 105 9.35226113312138
51 96 2.2916697537800186
55 86 2.9110177981396994
20 28 3.158213500734105
35 55 5.471370869635699
35 111 1.0879530845091847
108 110 1.495055789175177
41 149 1.1229887056845724
117 121 5.406113674007756
118 131 7.154171509806747
8 36 2.848517281957164
42 68 9.020960142896106
85 90 9.273485325925478
42 83 2.603201933774052
22 118 2.4933430914381933
65 147 8.910620713884096
15 125 3.5481748679979668
4 71 3.930859608129751
22 144 2.6543496639929054
96 128 7.424385654972161
60 147 9.675479081353085
32 39 1.1265270836930106
2 52 6.942032260351829
7 47 2.1582281430119963
32 130 2.0817100326590827
73 118 3.5379649190997284
70 145 6.939835892428931
80 123 6.44520179282685
105 115 5.589227016817505
112 117 4.251620208002249
13 40 5.550865863195454
4 109 5.395062555994586
51 129 3.840445743033201
50 85 1.0755088672649993
52 82 6.623921123162689
58 68 2.668921097070842
23 113 1.65847468868059
61 110 7.346280949485307
8 29 7.097454704834582
40 92 7.616601397680174
77 119 6.377381650856284
96 140 2.499587180899452
28 37 6.9021299276544354
48 63 7.3500793460813085
112 132 9.86276853233758
26 70 8.0023060149427
4 134 2.331917693278254
18 46 9.679403005688464
93 122 4.49893424605575
111 141 8.305578028123112
34 142 7.334422404338456
5 98 4.809156570968902
77 135 6.366084627336219
39 125 4.305050212487593
25 117 9.007478208187415
7 111 8.616125988998526
20 92 5.935605930552918
