100 4950
29 86 6.698317705369582
43 86 5.600305207659039
25 43 4.310975016070211
43 49 1.8231711619385074
43 79 4.001412100972818
58 79 6.0887649933785015
37 79 1.39993220425958
45 58 6.105800147623559
25 81 4.5766057921429155
45 78 7.465357060908833
37 57 2.5253218692497836
58 69 6.486795346791108
30 69 1.283361677154723
58 84 1.4266644203249466
57 65 7.470108659845295
30 74 8.925544686507617
65 92 9.55344963831322
65 72 8.96525940938001
2 72 9.34101067977327
45 97 1.2872401276777987
54 58 7.626077862862148
75 78 1.7668942864358164
52 65 5.790396597122903
52 68 1.5683995739220729
38 81 2.113927180367335
70 84 6.652613680364733
23 69 3.9657885957530894
2 88 5.165965826306731
23 63 4.1121019400532175
14 38 9.686328696658506
70 91 5.470085029641618
62 75 2.876578927783644
55 78 1.9519645204494622
24 74 8.930499888096444
25 46 3.3032892901091744
17 72 7.8143839171537985
64 68 2.827558193781191
42 75 9.668322677174949
37 56 3.6999350001832103
58 93 4.903734382716403
66 72 1.0689259417962478
54 87 1.062320451097313
81 99 2.706923078740387
56 73 1.9301554927635285
25 53 2.1153967774571214
8 72 6.565581781904552
93 98 2.705875668953666
27 46 1.7884888927886822
26 62 5.873192879478358
71 74 3.795583198213379
8 18 7.192488607110927
58 76 7.683764756740661
40 87 9.814194478856052
63 89 7.845245537284705
36 76 4.498803426614492
22 65 5.898087358535671
49 77 2.699300880621333
7 23 3.442268714337868
51 58 6.861813605780576
82 98 3.7138889949620677
50 55 2.6898052848477376
34 40 5.403823542954842
16 77 8.112250990065213
11 25 8.748658810394147
70 94 7.370387311189938
13 18 9.686622589994403
11 32 1.6096196288741518
47 93 1.8411568288185816
23 61 4.0696106053660674
21 68 6.487059737022401
44 78 9.975176915989325
55 80 8.179788648385955
10 99 8.430972816000502
25 48 2.4271594122063913
25 96 8.699426166081519
33 34 1.7339878585618316
3 25 1.2536892267376283
87 95 1.797586976321312
69 85 5.890333803046964
4 34 3.2787711469850644
1 37 2.7703148503251027
3 28 3.6105290796776366
51 90 5.885025030499477
58 59 1.2982785532469343
6 18 3.8483624818729902
32 39 3.7953756468199003
12 48 2.850741441790462
15 82 6.541150702096211
9 12 1.2327983350299974
67 93 6.962914190450641
58 60 4.181109017349238
41 92 3.8420008894033253
19 57 9.417123014637248
35 90 7.797764579432049
27 31 3.65542887470491
20 46 5.665210986425378
79 83 8.46140440969744
5 67 3.162666214133737
0 96 2.172808800829668
14 48 2.749932415124202
9 31 1.1225432890205513
31 47 7.5753292141030455
54 91 2.224145183842842
38 39 3.0159516259794055
36 89 5.778619987860841
16 33 7.80062500677628
1 31 4.036393954339278
59 67 8.004409729055002
18 19 1.019158444610925
74 98 4.472852324554493
13 26 3.498501505617543
48 97 3.650814816003273
89 96 5.29407723031783
11 24 2.136300071892425
6 80 1.4553057657555333
33 95 2.6084649137579334
37 68 5.869351893594058
11 47 4.125453546699941
11 21 5.417558619676079
18 55 1.8826549781367148
38 71 8.877744415749671
73 79 4.873046168721691
0 76 5.00683277468098
15 41 9.645896299346017
16 70 1.903978707212424
81 86 8.167991949488584
4 84 7.8944037340031485
13 99 7.710866229344404
40 57 2.0509067090329056
49 56 5.75062043941199
25 94 8.377894147435523
0 99 7.941223578781374
0 87 3.876650137730749
14 58 8.417637437189391
41 45 5.070961704830185
17 71 6.863985102229213
73 74 4.089788339788646
45 64 2.5184615609856444
51 92 6.27886600326422
25 32 2.3410276423966208
1 96 1.991695622263227
11 95 9.346761698301382
27 32 4.1530063823270815
56 79 6.4073637973442334
29 79 5.154069015373023
27 38 1.6509229626729476
90 97 8.318479845705308
44 75 9.277110168338407
23 46 3.848153560386007
51 59 4.334246650113168
31 71 8.498960933981516
30 60 7.517529916376238
10 69 6.141643810942466
41 71 2.2498746593402954
20 78 7.74871927472816
34 91 5.018622647253085
1 3 3.017317877188559
18 71 1.4976748977964904
4 52 1.5688887069091275
42 79 7.854836704764301
49 91 5.1655934421787535
24 66 9.290390967814218
37 52 6.187846296164149
75 98 2.5639416718936183
40 45 2.273940103661456
23 84 8.021338473407468
4 93 1.5187435832382052
4 17 4.791812795505644
38 64 9.70229777178051
0 47 7.747705220721322
23 62 5.606449999990727
46 55 8.391992903108907
20 39 5.460172922279067
12 66 4.297699534223561
34 99 6.163884716447862
0 73 8.327273428531333
9 57 2.581476428693957
68 95 9.466441095886372
35 84 7.2496819591586625
24 34 7.464820982375009
7 87 4.334360462147735
41 98 3.295531303792108
8 15 2.5478883824579275
74 76 6.420637607720927
27 40 3.9470733218774723
28 94 5.847917843144326
0 20 9.400632813240904
36 46 1.99251753575516
13 56 2.2655510243316828
6 10 6.608138091097088
47 67 7.14006769108901
15 71 9.177713700820844
40 70 5.482875122055459
10 50 2.2929345927173475
4 63 5.445222799043398
27 91 6.737980826662521
3 23 1.078916189383687
6 44 9.737170661073344
66 91 6.208438326813946
5 95 6.992686296842064
33 86 8.185111665395315
39 50 2.898695933693676
42 96 2.153501784087064
34 96 8.922954180105155
0 40 1.144003083449297
33 99 1.590958476585612
21 34 4.891001195900851
70 75 5.185430972083137
25 93 9.59323815777996
22 71 6.401975731547008
47 82 9.911901776106433
37 40 4.7277637809515545
19 26 1.8711400927829778
37 50 4.9129319444524295
14 97 4.132337418411105
38 83 8.227287400353497
3 62 7.279632389574047
17 57 4.002922309010117
20 23 7.81618968858014
8 9 8.73695320260341
24 70 2.3556186024613033
17 60 9.011135349866604
32 76 6.519581068404476
13 39 4.689267699627511
39 81 8.183478323386602
25 83 3.998226577016696
60 69 9.085678056863843
26 58 7.007747111579201
44 87 1.4933081205410548
0 53 2.100497624031037
25 98 5.48054930488743
34 73 6.111043998445698
2 63 2.3095817420997564
24 52 9.528400474699453
37 49 3.369587249673025
36 83 6.224791338291048
0 89 1.1392439278920985
7 16 5.901878678873466
19 71 5.094206673345145
7 9 4.578640634108309
25 74 6.766654683436244
34 93 3.450399031113148
47 63 3.6830977566879644
10 87 6.129981030967387
15 94 2.1053167897858924
13 41 4.3232746918749605
54 69 6.280283471846805
44 80 6.9949796549506145
4 7 3.4341606033784546
19 93 7.9888049578223255
42 86 4.335797454825272
3 70 4.501735103628803
2 14 3.050985180453854
7 42 1.319948189614729
3 52 4.102108941961568
28 97 3.5740006798990063
41 55 2.0234378078003403
71 81 9.924700427617271
14 78 1.4800934401451304
2 77 5.566370557024023
71 77 7.879047652927687
34 49 3.194414054459003
81 93 9.210852263707274
22 60 7.95162106206808
8 33 2.9714950586433333
74 99 3.3020798624731067
41 91 3.511924326597959
58 75 5.946585679584368
10 59 9.142865076488814
43 53 1.1415657014074752
43 47 9.142286434183115
59 70 9.679837336947415
46 83 7.826349577883775
6 93 7.045536335323788
3 97 3.0220278490957195
65 68 9.896857796135555
53 59 8.187178311937734
75 82 6.906000446233883
77 97 5.203889836765515
69 92 2.794868925271704
13 75 7.276648938451381
94 99 5.965206354317547
26 39 4.465517626951344
13 32 8.869491174538435
18 21 4.0013927650121905
62 64 8.973193456135075
16 54 4.938135760772865
1 50 2.9769831596144103
36 59 8.902757856528645
39 47 3.5784614045901137
