250 24900
141 236 8.014880248577382
34 236 1.6475493975098878
34 102 8.444658004150728
64 236 3.7930022856920167
64 196 7.163870740918909
196 218 3.4924507213748246
102 225 2.5578857437242375
34 182 1.1124343252574054
17 102 6.771267182011198
17 112 6.793940871202723
19 102 3.030184513807967
34 214 3.9309459227286823
187 196 2.6867810522513276
17 21 6.525302531105856
21 192 6.191803159294517
5 225 5.201788083179563
134 214 2.2654427034564195
34 72 7.432936811844712
46 134 3.4721298515946795
34 91 8.376293574302176
46 47 7.50215430182995
47 248 2.939942658661993
190 236 6.815273550180075
19 231 6.3026865725139976
215 236 8.072847271099024
74 225 7.519180214954095
21 33 7.121456751224853
161 192 8.509954059665484
177 231 7.0151645331593695
5 66 1.6183570136204475
87 177 9.513479472888864
134 227 3.297149208444899
19 113 6.333095222549825
74 212 4.257095672898666
51 87 6.030914796975079
11 227 6.310778981968133
34 93 5.1771224345111495
33 65 6.287497190801929
47 159 2.8929657175970886
72 217 1.2078251352139866
46 249 5.63384127810865
21 109 2.9613658191335546
17 127 9.43811074028794
236 241 8.163789185057796
104 134 1.7121583626355923
34 117 4.775386828107746
104 205 8.963641431846856
81 104 4.183003620687048
182 184 9.54585400843248
177 211 6.279395546199043
112 143 3.7983080277526327
5 149 8.505693640064461
28 217 7.561671508352065
104 185 7.582777691985308
195 248 6.167549659147796
25 190 9.257495694629988
192 234 9.6722317765537
91 235 7.135867306397225
5 170 2.2901189703687783
63 65 8.434048158828585
149 242 3.3922370744939303
24 47 8.95618009841684
93 151 4.5660763189237965
17 132 8.486394201030908
87 174 6.735291789582644
38 185 3.5443874009673673
82 231 9.292503705790967
113 226 6.053929592388542
110 143 2.4038442185228424
61 205 4.189607722413017
61 230 5.197864191011415
5 201 7.710043453535274
46 88 7.015221933313759
112 186 5.796527885244257
156 184 7.763967547029666
0 25 7.984499325964723
202 236 2.243933999677218
52 192 9.281137702618917
51 172 1.1125263304467055
10 215 2.193261714275315
75 149 8.167852361186789
96 192 9.582978524580525
117 199 5.236531660561871
55 102 1.0851527236255434
195 247 8.481572328572039
4 24 5.4541104787571015
65 130 6.291127439624976
39 55 7.817151463018188
69 151 7.879486033361497
26 174 4.695537374464059
167 217 7.678124397694771
153 172 1.8085904504843882
10 244 8.000702661025187
93 97 5.717201561204641
32 201 1.775145538397064
191 199 3.340975164843773
197 214 7.927795172806211
10 29 1.8317405899920545
98 127 2.551587110838069
12 230 3.339945102068832
137 202 4.644884052531513
154 225 1.0749871941292248
65 194 8.969229463024632
19 135 4.717025614106571
29 148 3.20898397166621
29 229 5.9888830540936375
210 249 8.845245375113773
3 167 2.147224475888007
76 81 3.301921275612118
56 76 1.0283678905256308
17 171 8.645016975209632
37 87 9.191142677713536
34 169 1.1492466523690201
24 42 1.8598555180914884
1 214 7.367587478973211
142 236 9.807366539831229
45 135 3.7205728442979593
63 68 1.8199633113722944
151 221 7.565491369824786
81 150 5.348852158799376
109 122 4.298648008230858
81 165 4.881271151743146
129 244 1.937451216186324
155 186 2.8196963542915325
142 179 5.636868442528339
2 4 8.342883885413073
78 248 4.811095898302548
2 206 3.126474120425369
40 247 5.456179608308788
110 121 4.9912118711544595
32 59 1.3352570373068393
31 184 2.2224937530628655
1 50 4.7757232378189665
191 193 5.197502640443938
82 173 2.3304762846706133
72 188 4.880364460848315
172 198 2.932827830489422
86 110 6.4213561662138945
43 210 7.348117501983726
2 243 3.3612708516097403
18 75 1.4083037126370128
19 144 5.820755463358256
98 128 3.2796832359917474
61 118 2.8603139718032353
85 128 2.0303811281273263
14 47 1.7872240368215524
11 183 7.225335768497585
35 171 9.757658321772459
15 45 4.1909628638194505
19 232 9.128182428653982
8 144 9.397265197261394
31 73 3.3049448402790547
157 184 2.666777778789063
103 215 4.110275504483486
36 153 1.6275893353215805
113 124 3.4010187291686877
168 234 9.899406047373114
235 240 8.763412657968072
117 139 2.128320521746323
25 239 9.004719347629734
117 245 6.029638365341505
60 154 4.7710229443110235
123 210 2.8967045593306486
87 246 6.651919921143673
108 210 8.708568745248005
10 224 2.8505113228136523
29 62 1.1131715747219908
13 123 3.890234655318605
88 119 9.942720601896902
29 99 6.617952926000408
7 244 7.354693875888724
16 81 7.897857457978468
200 239 8.008454743553008
105 157 1.6007614482852017
56 216 5.017939562463811
152 231 6.759983019642958
136 159 2.8570402762811584
116 177 2.380496447106427
19 107 9.55440669703913
52 70 2.0931986097846504
25 160 3.8105444544621414
100 168 7.192659099703926
176 186 4.7091630970497524
35 79 9.42086967802964
22 230 4.948220046050903
49 74 8.994497550271237
52 220 3.9932809856730183
