150 2235
39 133 2.9760927723164925
107 133 4.904076822945059
9 107 3.2470083519171284
62 107 4.657300167397853
26 133 8.967473095642063
133 147 9.003400413283128
122 147 7.58415387237721
5 147 7.482544328654237
26 47 3.9356690762665587
53 122 5.415507721353036
105 122 3.4396602153285176
2 5 9.260206695156176
76 133 8.692833292390745
14 147 3.747948736124905
64 105 4.796588786048031
14 149 8.589715336269887
62 123 1.6139185503691598
53 132 5.519833436454187
20 122 4.50972827771219
113 122 3.5375429272102616
6 9 5.817835562677455
53 89 6.375386806588942
5 111 4.596112514256243
14 114 9.708731155797203
2 24 5.870078916634913
5 63 7.776847495770197
14 42 5.626094079789422
103 122 9.0034020390337
8 147 6.894347937511214
85 114 3.289420880703098
8 35 5.652517704919219
24 109 8.418459609020305
42 44 4.1418829960648536
14 49 4.5061608362507295
64 106 1.0924037025386555
49 58 6.889346281430191
53 71 2.1577171651328144
29 111 9.045034965484705
58 120 2.15940868393559
1 20 7.646599682360042
64 137 1.1356627987654189
44 104 7.299609250359243
24 55 3.565384626353867
53 83 7.698434483888875
27 123 1.2946908357224762
44 54 2.846455049245397
37 132 4.75076600184964
54 88 9.192031352928927
70 120 2.6386083334312067
17 114 7.614473513665572
8 144 1.8295375441099866
3 8 7.881338644948598
119 144 4.281435459284145
42 112 1.326501047814334
102 144 4.704834681159361
5 99 8.90335955193271
71 141 8.957484576483164
107 118 9.833898119661974
24 142 2.833944601071217
34 58 8.6192058443755
59 71 9.12596044516775
35 148 6.5524704339625846
37 100 1.470500365326107
54 110 6.880212446251736
35 79 9.336911981342405
69 132 9.230371367812559
56 76 8.475932331319239
85 91 3.554974477754256
32 106 1.0526534031714299
28 120 3.149918610963793
3 116 5.314535017753155
21 42 8.587660298041722
33 70 2.4318099050852586
31 83 7.909076772300807
51 123 3.968676169856225
47 135 8.118347024960013
17 43 5.6400092278185125
7 53 7.547440086363249
0 27 8.273766447001837
44 81 4.949362423781167
34 93 4.864484922301203
77 103 7.6019781222178935
52 141 8.966054180586944
17 23 8.494266083859086
58 86 5.443040839058954
132 138 5.503862870231878
18 86 5.592953731518204
32 50 7.039378284027665
2 75 5.324945459274909
58 68 6.769852198951076
117 137 6.241826844195664
16 89 9.501513193454402
40 141 4.002764904421312
62 80 7.35623087187604
40 48 9.108095837545966
1 97 4.9800034239681885
81 146 4.11101931648424
12 99 1.2035549823432397
19 53 6.027395911817822
45 97 2.2895906114577533
24 36 2.115886232660775
25 107 7.6998097182468594
107 128 6.615490998400882
24 67 7.387869790514211
49 131 2.879050465163203
3 134 6.797204235048947
22 104 2.328967237055855
38 64 7.198611444680062
0 74 3.556346019372673
43 140 4.787112574952487
62 90 5.824601320544602
17 84 9.204722700002858
41 135 1.3559082451059035
56 139 5.498872047672117
57 62 9.303358812650941
38 145 6.641467786500497
27 96 1.1825575840525968
7 78 7.967045351464471
123 129 2.461681949313306
125 135 4.986247442105547
99 101 5.832395865198225
118 143 4.575594966288296
10 93 9.292656983225392
91 92 2.5106887873260635
98 120 2.585785794276198
114 130 7.685573221746017
15 129 2.735035539886765
20 108 5.093496091332835
73 122 8.73082105541767
72 100 7.09927195437015
92 127 2.4531917163014185
11 99 7.626777949078251
119 121 9.032768371570892
61 77 9.410557360849573
30 116 5.6929392920590365
26 95 9.210505124751165
38 82 9.817952492750027
74 126 3.0495135277779823
86 94 9.608518445891496
4 113 9.571972715513208
102 115 5.112628759030725
57 87 8.050325148904607
66 95 6.9649172545656555
46 59 7.576684593750862
120 124 4.763949304352855
13 20 4.955843310665558
133 136 8.901218697784653
60 69 1.1929197538770009
25 65 4.296786083752153
65 87 9.57045140126046
75 132 5.679984331524375
64 136 5.993423647926489
90 92 5.412042917791191
65 67 4.056890894450592
9 52 4.880230944260011
45 144 3.2592572592773927
23 90 2.1316519870429578
93 138 6.066668078749823
13 117 4.864539645836123
4 128 1.6016659120006707
77 140 3.629048517284226
20 78 5.6866311843935815
25 78 2.4116662425885336
71 109 6.335204674788651
82 136 4.586996589041836
58 110 4.591913532866921
19 92 9.644197572894484
85 121 6.385715042665691
131 141 1.323739552888257
7 79 1.5659058775408372
76 100 4.176111436822775
6 47 5.1029983293604495
43 134 5.511413972323717
39 83 6.793218809949767
137 147 2.9885794980674714
3 15 6.515277036684815
48 53 5.664219677780346
21 81 7.936005616194167
81 119 6.936170438903657
103 145 5.67687009639953
5 67 5.361073529747337
142 148 9.495499391223495
77 144 1.3283819723074934
55 138 6.283123545652561
