400 399
17 108 7.3629721651588405
17 62 8.977820465859391
32 62 2.8518880378536506
32 74 2.6241825400839778
62 346 3.3351425799697463
32 192 2.2046304005360495
74 164 4.5945932842434765
265 346 4.1846586933991965
32 181 3.676228637354977
93 192 3.7874677830912473
62 326 5.023485938938456
62 259 8.845613785396921
17 23 6.913662434834096
23 290 5.311046022544906
219 290 8.618578862919462
74 176 8.948057008156301
23 327 7.992220095414294
17 223 8.962520144751476
235 327 2.7815485856748468
62 258 6.0011427568229285
223 398 8.0565962813228
23 128 7.3047136105137085
141 176 9.05869253048429
141 251 2.07743664124097
276 327 9.852524911149604
265 324 2.6917490029336713
7 276 4.305895412734098
192 331 5.1718385596942635
129 327 6.7764969883493045
369 398 3.8760173167745497
7 385 4.662496362790131
23 239 8.65029007093388
276 343 9.033709603820743
128 310 1.929850626456806
148 327 6.7703696726288545
191 324 4.605973892523968
64 235 8.976544001463841
290 337 9.588527236566007
148 368 1.54305529178083
203 346 5.480517322787926
265 321 9.498292580142062
310 353 8.186426681216957
34 93 6.3482306338385985
143 331 9.556282702969689
23 114 4.203989916595079
215 331 9.002121034451187
233 235 4.321646957722999
235 256 5.691313932210712
223 396 9.338216389233649
276 286 7.550480992607662
112 346 5.289166566169808
81 337 7.344842124111402
71 143 4.629359945338772
137 396 2.841502582795447
148 245 5.54671142562782
34 240 1.698197944744543
140 343 8.537805384353865
3 17 2.971046739738089
265 363 5.017477445357261
98 114 3.210660491154769
24 286 3.709539420788685
291 385 1.5985677007947543
176 278 9.028052400281787
286 387 4.084661767247912
102 327 6.2014138028876955
35 233 4.993929313486798
191 315 5.784093772361058
282 368 3.5464657847194623
85 191 3.8940648972121896
18 256 4.291980454198264
153 276 4.278737694290212
129 352 5.394142672467609
104 143 9.654982843402689
287 369 9.831560097006742
105 223 1.7253045158184417
203 356 8.175625207137271
235 366 1.4552583400871169
20 203 3.401271295806664
244 326 6.309191229099197
113 353 7.248854049276351
353 388 8.436700190397964
24 48 3.9589702202353902
114 386 2.8518246881127096
335 368 4.880331466607579
287 381 8.327742812999581
104 174 7.393098928216064
302 346 6.808201404515517
213 327 4.56148390017607
174 257 9.801291131472865
24 294 8.421763872435495
164 347 4.298469024587078
222 240 8.4313510175037
292 324 6.44693751208732
244 378 1.2323441325614644
10 356 9.792108351731537
53 174 8.717412159545844
63 335 8.567629899941085
181 280 9.108109896394955
109 112 9.62675881197732
10 271 3.787391302272789
154 286 2.846384643916696
0 294 4.887522503874202
162 257 9.698196445808763
18 349 8.324443233034694
7 60 1.736913972321831
140 303 4.4929568924872845
302 319 5.851786760405913
149 385 8.97847176647906
23 390 9.637941135196748
48 134 2.2573190698212584
269 324 2.859908271360366
190 240 8.887304666034545
93 312 6.683384810703315
215 358 7.255526815706954
134 185 1.420721808041437
227 319 5.395714190511876
74 336 7.049782005343515
34 175 8.90275126251683
43 378 6.470438944897356
141 268 4.724993673690873
69 337 5.553645770723625
62 145 3.120121508657741
293 378 6.0954366981499
276 322 3.1789536807069396
3 311 2.533047624965956
274 366 1.8757293025670863
119 192 7.617546375816166
313 396 6.878374698905571
34 84 2.1389362329410906
311 355 7.679984390429146
113 115 9.85655077469975
129 361 6.3847693913774055
80 274 3.2549542288252016
100 128 4.334883870888787
118 239 4.887212276384723
34 200 2.333845348087753
109 195 6.418384968174922
