450 449
369 407 9.839170094818739
24 369 9.474658817453928
24 402 9.036821729342247
24 235 1.4886723523113357
229 402 8.840914162472734
369 395 3.814087034077028
144 402 6.161831474657187
307 402 6.700585729158241
144 357 1.9069099991685423
144 425 5.769279133059192
425 431 7.943612491510481
89 307 3.1858505242469874
108 425 2.108551718548016
225 229 2.9753065982560574
266 395 7.233174314925654
144 223 8.95432288224968
253 431 2.511933103178632
357 374 8.982313723664518
24 113 7.816890779545516
72 425 5.803625990808964
89 277 3.467687730426653
209 225 2.5199897917359815
369 406 2.367313427621937
98 425 1.0217142141658275
24 436 8.24622055240837
68 235 1.4594925695255
43 72 6.592484987213403
225 366 7.08060435275456
185 357 6.25874435918913
144 151 4.434208130041432
229 293 7.092560123881773
163 266 4.061374522084794
215 266 3.7606286014985795
357 419 2.4367966031067247
139 293 2.0802228308752877
223 309 7.826539360036537
139 316 4.759203003582762
86 151 1.253472515181433
266 283 6.1177001828228565
190 215 2.3054737623117334
231 357 9.961180976965883
225 243 1.1107482119486292
169 374 7.034642473474805
161 425 7.561010248495018
397 436 7.904404367790174
151 420 2.209993870526212
89 242 6.032978192893063
225 325 4.504379324569688
139 403 3.4957245543721673
260 397 4.104399682513557
119 144 1.8952484003571315
277 380 7.350017959894143
143 369 6.836542834733853
24 244 1.2856585703266021
102 277 3.469190590929973
139 367 6.818649946703822
219 283 9.288726835340848
377 380 1.088008792501061
307 418 2.4690572370077057
324 419 9.248348984934568
277 426 7.868051627563926
71 436 9.541076281521324
113 303 4.67399252293052
186 325 4.0698585348419165
96 380 1.821045320111916
180 325 7.981168394531596
301 426 1.350442607245699
283 382 1.812163460404157
314 406 5.957500804630062
313 314 9.696464195369536
305 313 8.586218276915488
67 235 3.8647961649793796
97 380 9.103658294460548
229 315 2.9572828536831466
233 418 1.8350652204508726
98 204 4.1403456078066
102 384 2.625833386429874
193 313 5.495101453225449
78 204 8.815037197822681
38 307 9.547820557281538
143 248 2.1076090149826143
137 313 4.548662779344648
76 215 3.6562235328782404
61 186 8.003227735828695
30 324 9.12408428241387
276 301 1.4368558550125758
78 358 4.701085123096934
104 293 1.8712860768946529
96 348 7.151229800747675
38 352 9.738832095263739
111 367 8.524688081134805
30 258 7.666388984292209
119 304 8.132729970312997
415 425 2.6832193502456176
357 421 1.5697431745761214
37 98 3.6212950785094105
286 314 4.26989701670064
153 204 9.051815442161729
152 161 1.2342598505055011
24 391 8.566222948544706
148 229 2.3446965602479883
133 305 8.20098707184587
143 394 2.86080534884884
61 434 9.474899972233974
43 259 3.7942100257199973
325 386 5.565837744486791
111 356 8.465504506026164
111 331 2.030071948318418
263 307 7.071710937224365
357 433 4.683508797213769
98 206 2.008434718452737
218 243 6.3947665567157
263 387 8.854260424228148
186 245 7.085098462864627
145 215 1.768268487004846
304 439 5.896684308240855
98 296 9.361862526842664
27 313 5.2634946864347425
104 123 3.7387002400416427
135 309 7.834572352619457
83 113 1.5705762717521394
215 443 2.3275544676618116
94 434 6.192372421483462
138 231 3.8746177455651596
229 385 8.277767811189115
68 413 4.857860200824524
226 258 6.5133779003517835
373 384 6.495596984136632
15 304 8.198122829025458
94 126 4.998786296423479
102 414 3.5516845160106865
168 385 7.82952748942429
37 311 7.950396502958187
26 225 3.724914298962328
114 374 9.89762666483726
27 162 8.286689797013425
11 111 3.016723336041906
289 374 2.361969628808974
422 426 5.373739865613855
161 297 2.094555279425844
153 347 9.161634576448431
87 135 8.036434852239662
317 358 5.233855402001978
18 148 6.31187647099715
311 389 7.8282294269439
98 105 5.477355664702335
399 436 9.650600794249746
301 361 9.741980201376206
288 421 5.54244409292777
224 374 2.3917750486405964
287 387 1.9821925218527694
105 106 7.876187850928368
258 405 8.79121003269451
245 323 7.342817030891593
38 201 7.102218387773494
253 362 8.884697773111663
66 168 9.353420281712069
70 231 1.75861065063305
84 315 5.446687256204561
171 324 9.33420032218348
69 226 2.2898389752838506
276 330 3.178014002394543
139 438 5.612652708016516
101 366 2.4899477419611866
43 172 6.836548995889965
26 200 3.5694385091595273
137 207 7.616269951841683
45 358 2.4580844125496655
233 365 8.067075979499105
126 147 8.583288366358541
43 291 9.293123637124598
76 442 5.116108023822417
96 221 7.381878129136574
39 245 8.462760322491148
18 54 1.0463135210986394
184 204 1.744133765679559
26 290 1.7276522465566555
118 386 1.6710410433331404
234 433 7.919545737191266
37 329 5.630555422131773
160 436 5.572869999975673
101 285 2.439353915557872
28 163 4.63706944013436
236 365 5.649693660777217
176 420 6.846700919316866
8 288 9.21225088511934
28 370 6.304949855738673
355 442 6.224799911676374
137 388 8.47934926841262
302 403 9.780786533124399
25 302 6.25106159751321
272 397 3.1193022709378337
355 409 3.3063585439488787
200 393 1.767031234377546
388 390 5.590944521781591
308 431 6.1826112064530125
149 415 3.6341727089206097
175 291 3.685283572981088
6 138 1.0612678528140878
30 300 1.0984840980828228
7 67 4.9265234409205
10 26 2.3778848135674875
235 337 4.4969610357975185
107 200 9.735832531260128
101 294 9.337529257779595
287 375 1.801845921783147
30 80 8.793284906152788
170 385 5.070307783504111
9 176 5.204294230520712
81 126 3.267707317998942
148 155 7.9939783295752465
331 346 5.025202441849775
303 445 1.3754479540082516
25 36 6.698200471015821
270 313 1.4956735479201586
156 233 3.1771542385064913
10 213 8.441993992871982
248 292 5.601897203302673
87 447 2.364341277474863
26 351 6.854476878953872
18 23 1.0952457681328438
27 320 1.5770076201758734
49 185 8.762766447216453
45 216 6.438848438565303
102 327 6.109632772969362
130 425 5.774405939284698
93 193 9.496987628505604
392 393 9.030629709759776
288 326 2.005226528394952
54 299 2.3888737992418063
95 320 4.195626246357055
98 257 4.295562664581737
29 357 7.94417686838652
12 370 8.136309217709796
117 286 8.845722754408811
268 317 3.1141513509745486
284 292 6.079506932252669
266 371 1.9284593654794593
82 155 2.331926009201504
255 421 8.199014245636693
177 299 4.996542960580313
63 348 4.993047818490977
207 400 8.351440338129867
132 315 5.798772666906894
286 342 1.9617052548089924
123 179 2.204099418543351
110 415 7.087294101458015
4 147 5.956244303568525
234 417 2.8033882981568876
128 288 5.066861001089524
27 109 7.7666712696362215
71 205 3.7556878043877457
23 48 5.5259664125373975
8 437 4.08539121978285
188 347 3.3437616069508014
69 167 3.9975576955140584
154 390 1.519587731730935
181 296 1.9546996099439529
162 440 8.83944981745828
45 265 9.01256002126078
122 400 7.454559969148127
298 413 8.29054990296816
383 413 2.584741102586893
92 421 1.2322659442630526
320 341 3.0135266040082627
44 147 9.902985848775307
88 130 9.582547257154472
3 94 8.327849327071231
133 379 2.7653916806159162
146 235 6.834449838588775
193 335 9.67804690217223
166 213 5.256877488981462
128 363 3.6723180266463107
17 27 2.6252527911756034
273 303 5.1882237532613145
63 281 1.6875544424612088
229 306 6.289865882085614
355 410 2.465457642589674
49 178 8.430403220269326
5 442 1.006854734452403
41 330 7.3401352281028265
109 199 8.522938426223533
233 261 1.1692647314077513
267 301 1.6830130345614942
8 116 3.9551095242390293
370 435 3.0709448630656593
65 213 7.055475112350585
219 444 7.261557418204541
120 356 7.745842665063993
0 281 3.7903599100840912
17 165 4.602041076390838
75 236 2.4805712750064526
153 238 7.830362888361956
189 201 7.035094903452488
194 244 3.413420005501086
25 398 4.1401090545921
339 348 7.945267938650662
64 267 4.817547600014036
173 393 9.442095350929124
119 295 8.879789424700748
219 345 9.070603402389704
4 251 4.488249375657607
251 364 8.678998418405897
63 241 6.737119855729273
77 286 9.490303215296136
254 445 4.216175811594425
121 442 9.095216485835731
141 297 8.253932806354953
261 310 2.7657895879771877
72 157 7.716462971890751
175 349 7.436467737093462
136 157 2.899276127293523
243 446 7.0102909335789585
22 272 9.554670534476744
275 310 8.16402256928826
198 390 1.3305364605280166
91 391 9.909400369119721
151 423 6.385189613988274
15 203 8.791701720338292
115 358 7.0115769826387835
249 363 3.8480045364522235
57 253 5.239280825432355
252 311 1.308602403265516
90 422 1.0986100415767237
65 191 3.934829321828479
3 240 4.6110376539740265
197 420 2.717213095332841
20 345 7.816240574438215
32 175 9.474857884777348
329 343 1.4850251837871307
159 366 7.732956327853816
250 316 2.2725420870020665
68 237 1.245874250927492
66 449 5.161298476458912
19 311 9.836428244399269
14 250 6.885250973805043
154 220 6.015148343433721
24 50 2.3524581190561715
187 215 4.564147747753179
41 59 9.001336158409028
207 217 2.557210763442774
277 430 1.2564881922664957
102 125 2.3804536725791245
314 334 6.787651136497873
351 359 1.3314833423910462
281 333 2.8929140800962396
137 412 4.428807320210725
47 151 5.294026677505111
86 274 7.765146239212811
87 129 4.80331786261697
266 282 5.10708564891812
85 155 7.658421967470117
131 145 7.34811987804028
35 144 4.966299886650316
102 210 4.757525355991725
31 370 2.446916181611555
368 383 7.27317562118572
116 344 8.991344722162218
95 312 9.930832158021884
123 271 5.554651032649738
60 225 4.534971188251357
230 289 8.202204262747951
16 17 2.816808254757749
2 48 9.985033376249335
82 353 6.311502055198116
19 53 3.087275254774706
99 282 9.955393752470105
32 239 2.1208526395487453
188 214 2.1011927053985002
278 439 2.640195184671637
13 20 5.309336976080878
17 211 4.113350379383473
256 410 5.259818500619709
290 378 2.3013294953020957
134 399 6.990261703047616
33 434 2.511882678871517
138 174 1.3144949186433594
7 408 3.7997581318339506
354 418 3.04489480319704
45 401 6.288050786298916
192 436 8.813870107808217
5 40 7.301519612773449
195 388 5.450090870921166
103 390 2.542821697560945
6 338 4.010680396883363
112 237 4.574453909741367
94 100 4.51670723019628
227 251 7.255315911097777
153 328 8.789288293573211
42 154 5.2450018951791115
268 396 3.9113988897057137
192 360 4.9264816585993145
132 247 8.249072470838327
