200 7960
22 83 3.9483929968871365
83 138 2.056870486743216
83 98 6.984279628888811
98 121 2.869137972263441
83 165 6.1720250204000475
98 118 4.251657719997733
164 165 5.0489042533414885
40 138 9.077637820858586
150 165 8.07275661418753
83 156 5.534972832441863
114 165 2.8495405786982095
3 83 2.4479356319474337
83 133 3.1605186636478253
128 164 3.5768271023803186
136 156 2.5197426234189693
30 121 5.160332170522315
2 118 1.3236061438185707
53 83 9.43975701312985
67 136 8.835643432071842
138 170 5.031382207048502
64 121 3.708437526052893
81 136 2.303118474951756
33 83 6.091937116089223
119 165 3.786166996878651
53 144 8.56553365432068
127 138 5.323654672078495
67 172 3.683118330946964
57 156 4.054154423481846
50 81 2.907573181983136
135 136 7.672432127795258
37 81 6.672170149922969
121 125 8.721539782973174
16 114 6.647724377634819
81 161 4.471278281734188
19 150 1.4308392193231785
40 48 6.469963888541529
33 190 7.012157402442924
14 164 6.849559462323732
170 194 6.254616762523222
2 102 9.467576315326506
27 125 3.676436062783565
30 173 3.8056016931464387
170 175 3.7846505020332364
83 99 3.4529040868014165
125 141 5.015468876577667
52 156 8.727429448213332
66 128 8.09431907645277
84 170 9.886957735803257
75 125 2.3178378110357185
81 122 5.87535080794072
48 109 5.196111644530676
112 190 3.2073983743396943
50 183 1.3839803771613537
102 115 2.699482474977743
67 105 3.336627656499821
68 164 9.697356678980963
21 133 3.7970211104050633
38 52 8.542279263517841
53 169 6.678016032837623
119 134 8.582883362226928
56 68 1.65000524542635
2 158 9.37949316451528
134 166 6.068638908317417
4 150 3.9106452008086574
83 153 8.687423824384497
40 182 5.779197854080599
3 186 1.449278221014277
13 136 3.0680722314255497
164 171 9.364320342309135
54 115 5.146605409269752
132 158 4.0796623255935325
61 67 8.982950746982635
152 169 6.223501677173644
69 127 3.7919265946492526
31 67 9.761135925295275
30 157 1.5364940560899862
16 189 7.174104328271746
59 171 5.22547626649082
14 191 5.544452295452141
169 178 8.466915433962857
2 145 3.8931414975965963
169 177 6.062108321756175
91 152 8.835034555245358
96 135 4.1233687936595596
4 71 9.024438360392493
67 87 8.377588946907935
148 161 3.215839675180143
29 48 3.516913211452632
93 128 7.060102027034167
70 157 5.731157701914361
31 85 6.03940790213324
159 191 3.1650180235644934
5 87 6.3585026995979845
29 124 8.15067448422422
148 179 8.932692897530917
76 85 8.634326282351285
73 144 2.6579752121467406
78 158 3.295155240990103
37 184 5.56059235572754
15 83 4.379251285340857
5 10 3.981473773960403
9 186 3.4131489101949573
149 152 2.111471248290455
90 133 1.3346251416481232
46 164 7.369159048871206
55 135 6.827701322113871
139 161 5.939461011680538
16 89 3.0457475957990146
95 159 8.709079327213455
47 127 2.8508942584058503
92 184 2.193832560305096
114 160 8.393177269480402
51 179 9.357823549858269
138 185 4.01205942695765
9 131 2.354708676298978
156 180 7.8003738566903555
23 114 7.824463182964483
32 156 3.560164776078423
3 8 1.3743485111917637
33 198 9.9283445870823
23 60 3.1833080816055883
129 198 9.31400960965438
132 197 6.842344466516725
132 146 7.058898000106727
19 108 8.102330204512535
62 109 9.63755492869634
58 84 6.428663211366051
82 121 5.985949582253204
38 39 7.66889115525817
41 136 2.666273228880314
10 101 1.344008129857024
56 154 2.258907410449437
72 131 3.49927856717268
43 139 1.4852497654195576
79 171 7.81722748828171
116 198 7.584535440236318
47 94 1.3865021433597957
25 146 6.069822740659042
88 175 2.9573387531570794
8 103 6.8192165471591855
18 112 7.054603081254389
3 77 6.01052538500883
15 181 8.93960508949318
42 92 3.330944016671889
64 126 5.074662836136804
122 168 5.472999979741357
106 124 7.450659050841469
12 18 8.127169378741744
89 140 5.324424778012008
