,path,alg,time
0,graphs/random/random_400_0.4.txt,kruskal,2934
1,graphs/random/random_400_0.4.txt,kruskal_boost,5746
2,graphs/random/random_400_0.4.txt,boruvka,6732
3,graphs/random/random_400_0.4.txt,prim_bin_heap,1255
4,graphs/random/random_400_0.4.txt,prim_fib_heap,519
5,graphs/random/random_400_0.4.txt,prim_boost,374
6,graphs/random/random_400_0.4.txt,random_KKT,10648
7,graphs/random/random_500_0.txt,kruskal,24
8,graphs/random/random_500_0.txt,kruskal_boost,40
9,graphs/random/random_500_0.txt,boruvka,224
10,graphs/random/random_500_0.txt,prim_bin_heap,25
11,graphs/random/random_500_0.txt,prim_fib_heap,44
12,graphs/random/random_500_0.txt,prim_boost,22
13,graphs/random/random_500_0.txt,random_KKT,624
14,graphs/random/random_800_0.6.txt,kruskal,26452
15,graphs/random/random_800_0.6.txt,kruskal_boost,88869
16,graphs/random/random_800_0.6.txt,boruvka,55241
17,graphs/random/random_800_0.6.txt,prim_bin_heap,39823
18,graphs/random/random_800_0.6.txt,prim_fib_heap,7218
19,graphs/random/random_800_0.6.txt,prim_boost,6031
20,graphs/random/random_800_0.6.txt,random_KKT,63371
21,graphs/random/random_1000_0.8.txt,kruskal,56755
22,graphs/random/random_1000_0.8.txt,kruskal_boost,288318
23,graphs/random/random_1000_0.8.txt,boruvka,89670
24,graphs/random/random_1000_0.8.txt,prim_bin_heap,72990
25,graphs/random/random_1000_0.8.txt,prim_fib_heap,13156
26,graphs/random/random_1000_0.8.txt,prim_boost,12557
27,graphs/random/random_1000_0.8.txt,random_KKT,140072
28,graphs/random/random_500_1.txt,kruskal,13881
29,graphs/random/random_500_1.txt,kruskal_boost,38612
30,graphs/random/random_500_1.txt,boruvka,22659
31,graphs/random/random_500_1.txt,prim_bin_heap,18089
32,graphs/random/random_500_1.txt,prim_fib_heap,3537
33,graphs/random/random_500_1.txt,prim_boost,2914
34,graphs/random/random_500_1.txt,random_KKT,34491
35,graphs/random/random_800_0.8.txt,kruskal,31195
36,graphs/random/random_800_0.8.txt,kruskal_boost,123893
37,graphs/random/random_800_0.8.txt,boruvka,53733
38,graphs/random/random_800_0.8.txt,prim_bin_heap,41158
39,graphs/random/random_800_0.8.txt,prim_fib_heap,8031
40,graphs/random/random_800_0.8.txt,prim_boost,6794
41,graphs/random/random_800_0.8.txt,random_KKT,76128
42,graphs/random/random_500_0.4.txt,kruskal,5167
43,graphs/random/random_500_0.4.txt,kruskal_boost,10005
44,graphs/random/random_500_0.4.txt,boruvka,11820
45,graphs/random/random_500_0.4.txt,prim_bin_heap,2437
46,graphs/random/random_500_0.4.txt,prim_fib_heap,903
47,graphs/random/random_500_0.4.txt,prim_boost,654
48,graphs/random/random_500_0.4.txt,random_KKT,20048
49,graphs/random/random_400_0.8.txt,kruskal,6902
50,graphs/random/random_400_0.8.txt,kruskal_boost,14693
51,graphs/random/random_400_0.8.txt,boruvka,12323
52,graphs/random/random_400_0.8.txt,prim_bin_heap,5309
53,graphs/random/random_400_0.8.txt,prim_fib_heap,1589
54,graphs/random/random_400_0.8.txt,prim_boost,1001
55,graphs/random/random_400_0.8.txt,random_KKT,16475
56,graphs/random/random_300_1.txt,kruskal,4713
57,graphs/random/random_300_1.txt,kruskal_boost,8656
58,graphs/random/random_300_1.txt,boruvka,6480
59,graphs/random/random_300_1.txt,prim_bin_heap,2144
60,graphs/random/random_300_1.txt,prim_fib_heap,662
61,graphs/random/random_300_1.txt,prim_boost,555
62,graphs/random/random_300_1.txt,random_KKT,9190
63,graphs/random/random_800_1.txt,kruskal,39771
64,graphs/random/random_800_1.txt,kruskal_boost,158567
65,graphs/random/random_800_1.txt,boruvka,59578
66,graphs/random/random_800_1.txt,prim_bin_heap,54191
67,graphs/random/random_800_1.txt,prim_fib_heap,9998
68,graphs/random/random_800_1.txt,prim_boost,9072
69,graphs/random/random_800_1.txt,random_KKT,84900
70,graphs/random/random_300_0.4.txt,kruskal,1791
71,graphs/random/random_300_0.4.txt,kruskal_boost,2964
72,graphs/random/random_300_0.4.txt,boruvka,3597
73,graphs/random/random_300_0.4.txt,prim_bin_heap,727
74,graphs/random/random_300_0.4.txt,prim_fib_heap,308
75,graphs/random/random_300_0.4.txt,prim_boost,219
76,graphs/random/random_300_0.4.txt,random_KKT,5612
77,graphs/random/random_100_0.6.txt,kruskal,215
78,graphs/random/random_100_0.6.txt,kruskal_boost,355
79,graphs/random/random_100_0.6.txt,boruvka,529
80,graphs/random/random_100_0.6.txt,prim_bin_heap,109
81,graphs/random/random_100_0.6.txt,prim_fib_heap,53
82,graphs/random/random_100_0.6.txt,prim_boost,37
83,graphs/random/random_100_0.6.txt,random_KKT,858
84,graphs/random/random_1000_0.txt,kruskal,62
85,graphs/random/random_1000_0.txt,kruskal_boost,105
86,graphs/random/random_1000_0.txt,boruvka,436
87,graphs/random/random_1000_0.txt,prim_bin_heap,59
88,graphs/random/random_1000_0.txt,prim_fib_heap,109
89,graphs/random/random_1000_0.txt,prim_boost,56
90,graphs/random/random_1000_0.txt,random_KKT,1174
91,graphs/random/random_1000_0.6.txt,kruskal,37672
92,graphs/random/random_1000_0.6.txt,kruskal_boost,146397
93,graphs/random/random_1000_0.6.txt,boruvka,68491
94,graphs/random/random_1000_0.6.txt,prim_bin_heap,48894
95,graphs/random/random_1000_0.6.txt,prim_fib_heap,9517
96,graphs/random/random_1000_0.6.txt,prim_boost,7964
97,graphs/random/random_1000_0.6.txt,random_KKT,94521
98,graphs/random/random_200_0.txt,kruskal,8
99,graphs/random/random_200_0.txt,kruskal_boost,10
100,graphs/random/random_200_0.txt,boruvka,92
101,graphs/random/random_200_0.txt,prim_bin_heap,6
102,graphs/random/random_200_0.txt,prim_fib_heap,15
103,graphs/random/random_200_0.txt,prim_boost,6
104,graphs/random/random_200_0.txt,random_KKT,259
105,graphs/random/random_600_0.6.txt,kruskal,11849
106,graphs/random/random_600_0.6.txt,kruskal_boost,31217
107,graphs/random/random_600_0.6.txt,boruvka,20703
108,graphs/random/random_600_0.6.txt,prim_bin_heap,12146
109,graphs/random/random_600_0.6.txt,prim_fib_heap,3063
110,graphs/random/random_600_0.6.txt,prim_boost,2478
111,graphs/random/random_600_0.6.txt,random_KKT,31433
112,graphs/random/random_900_0.8.txt,kruskal,40207
113,graphs/random/random_900_0.8.txt,kruskal_boost,163088
114,graphs/random/random_900_0.8.txt,boruvka,71092
115,graphs/random/random_900_0.8.txt,prim_bin_heap,53926
116,graphs/random/random_900_0.8.txt,prim_fib_heap,10251
117,graphs/random/random_900_0.8.txt,prim_boost,8531
118,graphs/random/random_900_0.8.txt,random_KKT,103973
119,graphs/random/random_300_0.6.txt,kruskal,2592
120,graphs/random/random_300_0.6.txt,kruskal_boost,4735
121,graphs/random/random_300_0.6.txt,boruvka,4613
122,graphs/random/random_300_0.6.txt,prim_bin_heap,1057
123,graphs/random/random_300_0.6.txt,prim_fib_heap,427
124,graphs/random/random_300_0.6.txt,prim_boost,305
125,graphs/random/random_300_0.6.txt,random_KKT,6884
126,graphs/random/random_600_0.txt,kruskal,30
127,graphs/random/random_600_0.txt,kruskal_boost,56
128,graphs/random/random_600_0.txt,boruvka,271
129,graphs/random/random_600_0.txt,prim_bin_heap,29
130,graphs/random/random_600_0.txt,prim_fib_heap,57
131,graphs/random/random_600_0.txt,prim_boost,33
132,graphs/random/random_600_0.txt,random_KKT,749
133,graphs/random/random_300_0.2.txt,kruskal,823
134,graphs/random/random_300_0.2.txt,kruskal_boost,1288
135,graphs/random/random_300_0.2.txt,boruvka,2448
136,graphs/random/random_300_0.2.txt,prim_bin_heap,365
137,graphs/random/random_300_0.2.txt,prim_fib_heap,197
138,graphs/random/random_300_0.2.txt,prim_boost,124
139,graphs/random/random_300_0.2.txt,random_KKT,4278
140,graphs/random/random_700_0.txt,kruskal,44
141,graphs/random/random_700_0.txt,kruskal_boost,63
142,graphs/random/random_700_0.txt,boruvka,330
143,graphs/random/random_700_0.txt,prim_bin_heap,35
144,graphs/random/random_700_0.txt,prim_fib_heap,70
145,graphs/random/random_700_0.txt,prim_boost,36
146,graphs/random/random_700_0.txt,random_KKT,892
147,graphs/random/random_500_0.6.txt,kruskal,8465
148,graphs/random/random_500_0.6.txt,kruskal_boost,18063
149,graphs/random/random_500_0.6.txt,boruvka,14809
150,graphs/random/random_500_0.6.txt,prim_bin_heap,6313
151,graphs/random/random_500_0.6.txt,prim_fib_heap,1735
152,graphs/random/random_500_0.6.txt,prim_boost,1353
153,graphs/random/random_500_0.6.txt,random_KKT,25052
154,graphs/random/random_800_0.4.txt,kruskal,13705
155,graphs/random/random_800_0.4.txt,kruskal_boost,41447
156,graphs/random/random_800_0.4.txt,boruvka,34319
157,graphs/random/random_800_0.4.txt,prim_bin_heap,16757
158,graphs/random/random_800_0.4.txt,prim_fib_heap,3835
159,graphs/random/random_800_0.4.txt,prim_boost,3049
160,graphs/random/random_800_0.4.txt,random_KKT,52173
161,graphs/random/random_700_0.6.txt,kruskal,17792
162,graphs/random/random_700_0.6.txt,kruskal_boost,50305
163,graphs/random/random_700_0.6.txt,boruvka,29353
164,graphs/random/random_700_0.6.txt,prim_bin_heap,19620
165,graphs/random/random_700_0.6.txt,prim_fib_heap,4425
166,graphs/random/random_700_0.6.txt,prim_boost,3638
167,graphs/random/random_700_0.6.txt,random_KKT,43000
168,graphs/random/random_600_1.txt,kruskal,20888
169,graphs/random/random_600_1.txt,kruskal_boost,67534
170,graphs/random/random_600_1.txt,boruvka,31977
171,graphs/random/random_600_1.txt,prim_bin_heap,26613
172,graphs/random/random_600_1.txt,prim_fib_heap,5408
173,graphs/random/random_600_1.txt,prim_boost,4532
174,graphs/random/random_600_1.txt,random_KKT,45967
175,graphs/random/random_300_0.txt,kruskal,13
176,graphs/random/random_300_0.txt,kruskal_boost,19
177,graphs/random/random_300_0.txt,boruvka,133
178,graphs/random/random_300_0.txt,prim_bin_heap,9
179,graphs/random/random_300_0.txt,prim_fib_heap,22
