,path,alg,time
0,graphs/random/random_400_0.4.txt,kruskal,18408
1,graphs/random/random_400_0.4.txt,kruskal_boost,50517
2,graphs/random/random_400_0.4.txt,boruvka,63962
3,graphs/random/random_400_0.4.txt,prim_bin_heap,41608
4,graphs/random/random_400_0.4.txt,prim_fib_heap,9365
5,graphs/random/random_400_0.4.txt,prim_boost,19342
6,graphs/random/random_500_0.txt,kruskal,449
7,graphs/random/random_500_0.txt,kruskal_boost,714
8,graphs/random/random_500_0.txt,boruvka,1962
9,graphs/random/random_500_0.txt,prim_bin_heap,509
10,graphs/random/random_500_0.txt,prim_fib_heap,883
11,graphs/random/random_500_0.txt,prim_boost,774
12,graphs/random/random_800_0.6.txt,kruskal,127530
13,graphs/random/random_800_0.6.txt,kruskal_boost,441017
14,graphs/random/random_800_0.6.txt,boruvka,351977
15,graphs/random/random_800_0.6.txt,prim_bin_heap,421059
16,graphs/random/random_800_0.6.txt,prim_fib_heap,72089
17,graphs/random/random_800_0.6.txt,prim_boost,135664
18,graphs/random/random_1000_0.8.txt,kruskal,268074
19,graphs/random/random_1000_0.8.txt,kruskal_boost,989358
20,graphs/random/random_1000_0.8.txt,boruvka,702526
21,graphs/random/random_1000_0.8.txt,prim_bin_heap,999247
22,graphs/random/random_1000_0.8.txt,prim_fib_heap,152943
23,graphs/random/random_1000_0.8.txt,prim_boost,288775
24,graphs/random/random_500_1.txt,kruskal,76842
25,graphs/random/random_500_1.txt,kruskal_boost,245945
26,graphs/random/random_500_1.txt,boruvka,209327
27,graphs/random/random_500_1.txt,prim_bin_heap,260148
28,graphs/random/random_500_1.txt,prim_fib_heap,42648
29,graphs/random/random_500_1.txt,prim_boost,84581
30,graphs/random/random_800_0.8.txt,kruskal,165942
31,graphs/random/random_800_0.8.txt,kruskal_boost,608432
32,graphs/random/random_800_0.8.txt,boruvka,482502
33,graphs/random/random_800_0.8.txt,prim_bin_heap,590650
34,graphs/random/random_800_0.8.txt,prim_fib_heap,99840
35,graphs/random/random_800_0.8.txt,prim_boost,186487
36,graphs/random/random_500_0.4.txt,kruskal,30804
37,graphs/random/random_500_0.4.txt,kruskal_boost,91689
38,graphs/random/random_500_0.4.txt,boruvka,107716
39,graphs/random/random_500_0.4.txt,prim_bin_heap,71217
40,graphs/random/random_500_0.4.txt,prim_fib_heap,15207
41,graphs/random/random_500_0.4.txt,prim_boost,32152
42,graphs/random/random_400_0.8.txt,kruskal,37991
43,graphs/random/random_400_0.8.txt,kruskal_boost,111099
44,graphs/random/random_400_0.8.txt,boruvka,106276
45,graphs/random/random_400_0.8.txt,prim_bin_heap,102256
46,graphs/random/random_400_0.8.txt,prim_fib_heap,19501
47,graphs/random/random_400_0.8.txt,prim_boost,40837
48,graphs/random/random_300_1.txt,kruskal,26745
49,graphs/random/random_300_1.txt,kruskal_boost,74481
50,graphs/random/random_300_1.txt,boruvka,64603
51,graphs/random/random_300_1.txt,prim_bin_heap,67493
52,graphs/random/random_300_1.txt,prim_fib_heap,12484
53,graphs/random/random_300_1.txt,prim_boost,28338
54,graphs/random/random_800_1.txt,kruskal,213630
55,graphs/random/random_800_1.txt,kruskal_boost,737211
56,graphs/random/random_800_1.txt,boruvka,517920
57,graphs/random/random_800_1.txt,prim_bin_heap,767729
58,graphs/random/random_800_1.txt,prim_fib_heap,118740
59,graphs/random/random_800_1.txt,prim_boost,225494
60,graphs/random/random_300_0.4.txt,kruskal,10680
61,graphs/random/random_300_0.4.txt,kruskal_boost,28051
62,graphs/random/random_300_0.4.txt,boruvka,34689
63,graphs/random/random_300_0.4.txt,prim_bin_heap,22845
64,graphs/random/random_300_0.4.txt,prim_fib_heap,5391
65,graphs/random/random_300_0.4.txt,prim_boost,10885
66,graphs/random/random_100_0.6.txt,kruskal,1625
67,graphs/random/random_100_0.6.txt,kruskal_boost,3918
68,graphs/random/random_100_0.6.txt,boruvka,5158
69,graphs/random/random_100_0.6.txt,prim_bin_heap,3502
70,graphs/random/random_100_0.6.txt,prim_fib_heap,1006
71,graphs/random/random_100_0.6.txt,prim_boost,1858
72,graphs/random/random_1000_0.txt,kruskal,924
73,graphs/random/random_1000_0.txt,kruskal_boost,1510
74,graphs/random/random_1000_0.txt,boruvka,3688
75,graphs/random/random_1000_0.txt,prim_bin_heap,1074
76,graphs/random/random_1000_0.txt,prim_fib_heap,1856
77,graphs/random/random_1000_0.txt,prim_boost,1611
78,graphs/random/random_1000_0.6.txt,kruskal,214519
79,graphs/random/random_1000_0.6.txt,kruskal_boost,683354
80,graphs/random/random_1000_0.6.txt,boruvka,582909
81,graphs/random/random_1000_0.6.txt,prim_bin_heap,699744
82,graphs/random/random_1000_0.6.txt,prim_fib_heap,111678
83,graphs/random/random_1000_0.6.txt,prim_boost,213628
84,graphs/random/random_200_0.txt,kruskal,176
85,graphs/random/random_200_0.txt,kruskal_boost,264
86,graphs/random/random_200_0.txt,boruvka,800
87,graphs/random/random_200_0.txt,prim_bin_heap,191
88,graphs/random/random_200_0.txt,prim_fib_heap,343
89,graphs/random/random_200_0.txt,prim_boost,295
90,graphs/random/random_600_0.6.txt,kruskal,71646
91,graphs/random/random_600_0.6.txt,kruskal_boost,248083
92,graphs/random/random_600_0.6.txt,boruvka,204643
93,graphs/random/random_600_0.6.txt,prim_bin_heap,231747
94,graphs/random/random_600_0.6.txt,prim_fib_heap,40984
95,graphs/random/random_600_0.6.txt,prim_boost,79666
96,graphs/random/random_900_0.8.txt,kruskal,225247
97,graphs/random/random_900_0.8.txt,kruskal_boost,849414
98,graphs/random/random_900_0.8.txt,boruvka,647779
99,graphs/random/random_900_0.8.txt,prim_bin_heap,809128
100,graphs/random/random_900_0.8.txt,prim_fib_heap,128811
101,graphs/random/random_900_0.8.txt,prim_boost,245850
102,graphs/random/random_300_0.6.txt,kruskal,16038
103,graphs/random/random_300_0.6.txt,kruskal_boost,45572
104,graphs/random/random_300_0.6.txt,boruvka,47900
105,graphs/random/random_300_0.6.txt,prim_bin_heap,40415
106,graphs/random/random_300_0.6.txt,prim_fib_heap,8468
107,graphs/random/random_300_0.6.txt,prim_boost,18484
108,graphs/random/random_600_0.txt,kruskal,558
109,graphs/random/random_600_0.txt,kruskal_boost,903
110,graphs/random/random_600_0.txt,boruvka,2367
111,graphs/random/random_600_0.txt,prim_bin_heap,673
112,graphs/random/random_600_0.txt,prim_fib_heap,1138
113,graphs/random/random_600_0.txt,prim_boost,1284
114,graphs/random/random_300_0.2.txt,kruskal,5400
115,graphs/random/random_300_0.2.txt,kruskal_boost,13318
116,graphs/random/random_300_0.2.txt,boruvka,24351
117,graphs/random/random_300_0.2.txt,prim_bin_heap,10852
118,graphs/random/random_300_0.2.txt,prim_fib_heap,3342
119,graphs/random/random_300_0.2.txt,prim_boost,6161
120,graphs/random/random_700_0.txt,kruskal,700
121,graphs/random/random_700_0.txt,kruskal_boost,1018
122,graphs/random/random_700_0.txt,boruvka,2949
123,graphs/random/random_700_0.txt,prim_bin_heap,766
124,graphs/random/random_700_0.txt,prim_fib_heap,1331
125,graphs/random/random_700_0.txt,prim_boost,1162
126,graphs/random/random_500_0.6.txt,kruskal,49932
127,graphs/random/random_500_0.6.txt,kruskal_boost,158921
128,graphs/random/random_500_0.6.txt,boruvka,154674
129,graphs/random/random_500_0.6.txt,prim_bin_heap,161723
130,graphs/random/random_500_0.6.txt,prim_fib_heap,27753
131,graphs/random/random_500_0.6.txt,prim_boost,53332
132,graphs/random/random_800_0.4.txt,kruskal,81149
133,graphs/random/random_800_0.4.txt,kruskal_boost,275616
134,graphs/random/random_800_0.4.txt,boruvka,306837
135,graphs/random/random_800_0.4.txt,prim_bin_heap,291865
136,graphs/random/random_800_0.4.txt,prim_fib_heap,53606
137,graphs/random/random_800_0.4.txt,prim_boost,97705
138,graphs/random/random_700_0.6.txt,kruskal,98933
139,graphs/random/random_700_0.6.txt,kruskal_boost,329495
140,graphs/random/random_700_0.6.txt,boruvka,293033
141,graphs/random/random_700_0.6.txt,prim_bin_heap,344740
142,graphs/random/random_700_0.6.txt,prim_fib_heap,59699
143,graphs/random/random_700_0.6.txt,prim_boost,111200
144,graphs/random/random_600_1.txt,kruskal,120940
145,graphs/random/random_600_1.txt,kruskal_boost,456132
146,graphs/random/random_600_1.txt,boruvka,310751
147,graphs/random/random_600_1.txt,prim_bin_heap,422993
148,graphs/random/random_600_1.txt,prim_fib_heap,69598
149,graphs/random/random_600_1.txt,prim_boost,130501
150,graphs/random/random_300_0.txt,kruskal,282
151,graphs/random/random_300_0.txt,kruskal_boost,428
152,graphs/random/random_300_0.txt,boruvka,1303
153,graphs/random/random_300_0.txt,prim_bin_heap,302
154,graphs/random/random_300_0.txt,prim_fib_heap,546
155,graphs/random/random_300_0.txt,prim_boost,462
156,graphs/random/random_400_0.6.txt,kruskal,29465
157,graphs/random/random_400_0.6.txt,kruskal_boost,86726
158,graphs/random/random_400_0.6.txt,boruvka,91541
159,graphs/random/random_400_0.6.txt,prim_bin_heap,83833
160,graphs/random/random_400_0.6.txt,prim_fib_heap,16484
161,graphs/random/random_400_0.6.txt,prim_boost,33192
162,graphs/random/random_1000_0.4.txt,kruskal,132285
163,graphs/random/random_1000_0.4.txt,kruskal_boost,468318
164,graphs/random/random_1000_0.4.txt,boruvka,466859
165,graphs/random/random_1000_0.4.txt,prim_bin_heap,449541
166,graphs/random/random_1000_0.4.txt,prim_fib_heap,79283
167,graphs/random/random_1000_0.4.txt,prim_boost,147918
168,graphs/random/random_200_0.8.txt,kruskal,8983
169,graphs/random/random_200_0.8.txt,kruskal_boost,24832
170,graphs/random/random_200_0.8.txt,boruvka,25029
171,graphs/random/random_200_0.8.txt,prim_bin_heap,23359
172,graphs/random/random_200_0.8.txt,prim_fib_heap,4871
173,graphs/random/random_200_0.8.txt,prim_boost,10136
174,graphs/random/random_1000_0.2.txt,kruskal,63698
175,graphs/random/random_1000_0.2.txt,kruskal_boost,208866
176,graphs/random/random_1000_0.2.txt,boruvka,302541
177,graphs/random/random_1000_0.2.txt,prim_bin_heap,189258
178,graphs/random/random_1000_0.2.txt,prim_fib_heap,39581
179,graphs/random/random_1000_0.2.txt,prim_boost,73300
180,graphs/random/random_800_0.txt,kruskal,765
181,graphs/random/random_800_0.txt,kruskal_boost,1284
182,graphs/random/random_800_0.txt,boruvka,3335
183,graphs/random/random_800_0.txt,prim_bin_heap,870
184,graphs/random/random_800_0.txt,prim_fib_heap,1458
185,graphs/random/random_800_0.txt,prim_boost,1255
186,graphs/random/random_400_1.txt,kruskal,51117
187,graphs/random/random_400_1.txt,kruskal_boost,157871
188,graphs/random/random_400_1.txt,boruvka,133179
189,graphs/random/random_400_1.txt,prim_bin_heap,174472
190,graphs/random/random_400_1.txt,prim_fib_heap,33257
191,graphs/random/random_400_1.txt,prim_boost,59779
192,graphs/random/random_200_0.4.txt,kruskal,4378
193,graphs/random/random_200_0.4.txt,kruskal_boost,11495
194,graphs/random/random_200_0.4.txt,boruvka,17008
195,graphs/random/random_200_0.4.txt,prim_bin_heap,9802
196,graphs/random/random_200_0.4.txt,prim_fib_heap,2743
197,graphs/random/random_200_0.4.txt,prim_boost,5071
198,graphs/random/random_800_0.2.txt,kruskal,39518
199,graphs/random/random_800_0.2.txt,kruskal_boost,125122
200,graphs/random/random_800_0.2.txt,boruvka,189197
201,graphs/random/random_800_0.2.txt,prim_bin_heap,117744
202,graphs/random/random_800_0.2.txt,prim_fib_heap,29298
203,graphs/random/random_800_0.2.txt,prim_boost,53909
204,graphs/random/random_100_1.txt,kruskal,2849
205,graphs/random/random_100_1.txt,kruskal_boost,7109
206,graphs/random/random_100_1.txt,boruvka,8441
207,graphs/random/random_100_1.txt,prim_bin_heap,6492
208,graphs/random/random_100_1.txt,prim_fib_heap,1595
209,graphs/random/random_100_1.txt,prim_boost,3645
210,graphs/random/random_700_0.2.txt,kruskal,33393
211,graphs/random/random_700_0.2.txt,kruskal_boost,104601
212,graphs/random/random_700_0.2.txt,boruvka,154302
213,graphs/random/random_700_0.2.txt,prim_bin_heap,92472
214,graphs/random/random_700_0.2.txt,prim_fib_heap,21337
215,graphs/random/random_700_0.2.txt,prim_boost,38225
216,graphs/random/random_1000_1.txt,kruskal,348555
217,graphs/random/random_1000_1.txt,kruskal_boost,1504439
218,graphs/random/random_1000_1.txt,boruvka,944411
219,graphs/random/random_1000_1.txt,prim_bin_heap,1342765
220,graphs/random/random_1000_1.txt,prim_fib_heap,210528
221,graphs/random/random_1000_1.txt,prim_boost,386292
222,graphs/random/random_100_0.8.txt,kruskal,2134
223,graphs/random/random_100_0.8.txt,kruskal_boost,5576
224,graphs/random/random_100_0.8.txt,boruvka,6953
225,graphs/random/random_100_0.8.txt,prim_bin_heap,4980
226,graphs/random/random_100_0.8.txt,prim_fib_heap,1389
227,graphs/random/random_100_0.8.txt,prim_boost,2615
228,graphs/random/random_700_0.8.txt,kruskal,134940
229,graphs/random/random_700_0.8.txt,kruskal_boost,465448
230,graphs/random/random_700_0.8.txt,boruvka,347626
231,graphs/random/random_700_0.8.txt,prim_bin_heap,475003
232,graphs/random/random_700_0.8.txt,prim_fib_heap,77476
233,graphs/random/random_700_0.8.txt,prim_boost,145624
234,graphs/random/random_400_0.txt,kruskal,367
235,graphs/random/random_400_0.txt,kruskal_boost,578
236,graphs/random/random_400_0.txt,boruvka,1795
237,graphs/random/random_400_0.txt,prim_bin_heap,417
238,graphs/random/random_400_0.txt,prim_fib_heap,684
239,graphs/random/random_400_0.txt,prim_boost,604
240,graphs/random/random_600_0.2.txt,kruskal,22609
241,graphs/random/random_600_0.2.txt,kruskal_boost,63066
242,graphs/random/random_600_0.2.txt,boruvka,104208
243,graphs/random/random_600_0.2.txt,prim_bin_heap,54619
244,graphs/random/random_600_0.2.txt,prim_fib_heap,13028
245,graphs/random/random_600_0.2.txt,prim_boost,25667
246,graphs/random/random_200_0.6.txt,kruskal,6795
247,graphs/random/random_200_0.6.txt,kruskal_boost,17904
248,graphs/random/random_200_0.6.txt,boruvka,20077
249,graphs/random/random_200_0.6.txt,prim_bin_heap,14971
250,graphs/random/random_200_0.6.txt,prim_fib_heap,3786
251,graphs/random/random_200_0.6.txt,prim_boost,7766
252,graphs/random/random_900_0.2.txt,kruskal,52365
253,graphs/random/random_900_0.2.txt,kruskal_boost,162070
254,graphs/random/random_900_0.2.txt,boruvka,238652
255,graphs/random/random_900_0.2.txt,prim_bin_heap,149556
256,graphs/random/random_900_0.2.txt,prim_fib_heap,31772
257,graphs/random/random_900_0.2.txt,prim_boost,60149
258,graphs/random/random_300_0.8.txt,kruskal,22256
259,graphs/random/random_300_0.8.txt,kruskal_boost,62006
260,graphs/random/random_300_0.8.txt,boruvka,62419
261,graphs/random/random_300_0.8.txt,prim_bin_heap,67470
262,graphs/random/random_300_0.8.txt,prim_fib_heap,14429
263,graphs/random/random_300_0.8.txt,prim_boost,27451
264,graphs/random/random_900_0.4.txt,kruskal,105721
265,graphs/random/random_900_0.4.txt,kruskal_boost,342360
266,graphs/random/random_900_0.4.txt,boruvka,326599
267,graphs/random/random_900_0.4.txt,prim_bin_heap,328434
268,graphs/random/random_900_0.4.txt,prim_fib_heap,58967
269,graphs/random/random_900_0.4.txt,prim_boost,112264
270,graphs/random/random_900_0.txt,kruskal,818
271,graphs/random/random_900_0.txt,kruskal_boost,1312
272,graphs/random/random_900_0.txt,boruvka,3632
273,graphs/random/random_900_0.txt,prim_bin_heap,936
274,graphs/random/random_900_0.txt,prim_fib_heap,1586
275,graphs/random/random_900_0.txt,prim_boost,1406
276,graphs/random/random_200_1.txt,kruskal,11395
277,graphs/random/random_200_1.txt,kruskal_boost,30804
278,graphs/random/random_200_1.txt,boruvka,29770
279,graphs/random/random_200_1.txt,prim_bin_heap,26129
280,graphs/random/random_200_1.txt,prim_fib_heap,5451
281,graphs/random/random_200_1.txt,prim_boost,11747
282,graphs/random/random_100_0.2.txt,kruskal,494
283,graphs/random/random_100_0.2.txt,kruskal_boost,1191
284,graphs/random/random_100_0.2.txt,boruvka,2651
285,graphs/random/random_100_0.2.txt,prim_bin_heap,1113
286,graphs/random/random_100_0.2.txt,prim_fib_heap,494
287,graphs/random/random_100_0.2.txt,prim_boost,726
288,graphs/random/random_700_1.txt,kruskal,156742
289,graphs/random/random_700_1.txt,kruskal_boost,538144
290,graphs/random/random_700_1.txt,boruvka,387445
291,graphs/random/random_700_1.txt,prim_bin_heap,558783
292,graphs/random/random_700_1.txt,prim_fib_heap,89809
293,graphs/random/random_700_1.txt,prim_boost,172611
